1,3201011002,นางสาวขนิษฐา,ทัพจันทร์,,,,,,,,,
2,3201011005,นางสาวอรัญญา,แซกรัมย์,,,,,,,,,
3,3201011007,นางสาวอาทิตญา,บุญมี,,,,,,,,,
4,3201011009,นายยุทธศาสตร์,ม่วงทอง,,,,,,,,,
5,3201011014,นางสาวอทิพร,ศรีสวัสดิ์,,,,,,,,,
6,3201011015,นางสาวฐิตาพร,บังเพลิง,,,,,,,,,
7,3201011016,นางสาวจิตติมา,สุขยินดี,,,,,,,,,
8,3201011017,นางสาวณัฐมล,พะนาน,,,,,,,,,
9,3201011018,นางสาวปิยนันท์,หาทรัพย์,,,,,,,,,
10,3201011020,นางสาวจิตรี,เชื้อแขก,,,,,,,,,
11,3201011022,นางสาวเพ็ญนภา,ขันแข็ง,,,,,,,,,
12,3201011026,นางสาวรัตนวัลย์,ต่านแตง,,,,,,,,,
13,3201011029,นางสาวชนิตา,เปี่ยมมนัส,,,,,,,,,
14,3201011032,นางสาวณริศรา,สีสมุทร,,,,,,,,,
15,3201011034,นางสาวฐิติมา,ป้อมบุบผา,,,,,,,,,
16,3201011035,นางสาวณัฐณิชา,ขุมเงิน,,,,,,,,,
17,3201011036,นางสาวพัณณิตา,ตันติวงศ์,,,,,,,,,
18,3201011037,นางสาวสุภาพร,พรมแดง,,,,,,,,,
19,3201011038,นางสาวณัฐนพิน,ป่างศรี,,,,,,,,,
20,3201011039,นางสาวชนันญา,บุตรดี,,,,,,,,,
21,3201011040,นางสาวปิยะดา,เขื่อนฟัก,,,,,,,,,
22,3201011041,นางสาวสุธิดา,หอมหวาน,,,,,,,,,
23,3201011053,นางสาวกรรณิกา,ศิริฟัก,,,,,,,,,
24,3201011055,นางสาวเพ็ญผกา,พูลเต็ม,,,,,,,,,
25,3201011056,นายคมสันต์,แจ่มผล,,,,,,,,,
26,3201011058,นางสาวเสาวลักษณ์,จุลกัณห์,,,,,,,,,
27,3201011059,นางสาววรรณกานต์,พุ่มไพบูลย์,,,,,,,,,
28,3201011060,นางสาวจิราภา,จันทร์เอี่ยม,,,,,,,,,
29,3201011061,นางสาวสุวิมล,ปานสอาด,,,,,,,,,
30,3201011062,นางสาวปัณณพร,บุญเรือง,,,,,,,,,
31,3201011066,นายสุภชัย,กิ่งแก้ว,,,,,,,,,
32,3201011069,นางสาวสุภาวิตรา,กระตุดเงิน,,,,,,,,,
33,3201011070,นายวิศรุต,บัวประเสริฐ,,,,,,,,,
34,3201011071,นางสาวสุกัญญา,มุนนี,,,,,,,,,
35,3201011074,นางสาวสุรีย์พร,สิงห์งาม,,,,,,,,,
36,3201011081,นางสาวขนิษฐา,มักยิ้ม,,,,,,,,,
37,3201011103,นางสาวพิไลลักษณ์,มีคิด,,,,,,,,,
38,3201011037,นางสาวประวีณา,สขโรจน์,,,,,,,,,
39,3201011040,นางสาวปิยะธิดา,ศิริวงษ์อนันต์,,,,,,,,,
40,3201011041,นายจิรายุ,บัวนวล,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
